'75101';-22
'75105';-18,3
'75106';-22,7
'75107';-19,5
'75108';-19,4
'75109';-26,6
'75110';-16,6
'75111';-19,6
'75112';-19,2
'75113';-15,3
'75114';-20,3
'75115';-19
'75116';-16,8
'75117';-14,2
'75118';-17,8
'75119';-18,1
'75120';-19,2
