date;Paris;Hauts-de-Seine;Seine-Saint-Denis;Val-de-Marne;Ile-de-France
05/07/2022;2,6;-5,0;4,9;-4,6;-1,0
06/07/2022;2,3;-6,6;5,3;-5,7;-1,6
07/07/2022;2,0;-7,1;6,1;-6,6;-2,3
08/07/2022;1,4;-7,7;5,4;-7,4;-3,0
09/07/2022;0,6;-8,6;4,3;-8,1;-3,9
10/07/2022;1,0;-9,0;3,7;-8,7;-3,7
11/07/2022;-2,4;-14,7;0,0;-13,0;-7,7
12/07/2022;-4,7;-17,6;-2,1;-15,1;-10,1
13/07/2022;-5,3;-17,7;-2,1;-15,9;-10,9
14/07/2022;-5,6;-17,6;-2,1;-16,4;-10,9
15/07/2022;-6,1;-18,0;-2,3;-16,6;-11,6
16/07/2022;-6,9;-18,6;-2,0;-16,9;-12,4
17/07/2022;-7,4;-18,4;-2,0;-17,4;-13,3
18/07/2022;-4,9;-12,9;0,7;-13,6;-10,3
19/07/2022;-4,1;-10,9;1,9;-12,6;-9,4
20/07/2022;-4,1;-11,1;4,3;-12,6;-9,4
21/07/2022;-5,0;-12,1;7,7;-13,3;-10,6
22/07/2022;-5,4;-12,6;10,4;-14,0;-10,9
23/07/2022;-5,4;-12,7;13,0;-14,6;-10,9
24/07/2022;-6,0;-13,4;15,7;-14,9;-11,3
25/07/2022;-6,9;-14,4;18,9;-15,7;-11,9
26/07/2022;-6,9;-14,9;21,9;-16,1;-11,9
27/07/2022;-7,0;-15,7;23,0;-16,6;-11,9
28/07/2022;-7,3;-16,4;22,9;-16,1;-11,6
29/07/2022;-8,1;-17,4;22,7;-16,7;-12,1
30/07/2022;-9,3;-18,9;22,3;-17,6;-13,0
31/07/2022;-10,4;-20,6;21,3;-18,7;-14,0
01/08/2022;-11,7;-22,4;20,4;-20,0;-15,1
02/08/2022;-12,9;-24,0;19,0;-20,9;-16,1
03/08/2022;-13,9;-25,3;17,1;-21,7;-17,1
04/08/2022;-14,6;-26,6;16,3;-22,7;-18,1
05/08/2022;-15,3;-27,7;15,6;-23,4;-18,9
06/08/2022;-16,0;-28,7;15,0;-24,0;-19,4
07/08/2022;-16,6;-29,6;14,7;-24,3;-19,9
08/08/2022;-17,1;-30,4;14,3;-24,7;-20,4
09/08/2022;-17,7;-31,3;13,6;-25,6;-21,0
10/08/2022;-18,4;-32,4;12,9;-26,4;-21,7
11/08/2022;-19,9;-33,7;11,9;-27,7;-22,7
12/08/2022;-22,1;-37,1;8,9;-30,9;-25,1
13/08/2022;-22,4;-37,4;8,6;-31,3;-25,4
14/08/2022;-22,6;-37,4;8,3;-31,6;-25,7
15/08/2022;-22,4;-37,1;8,1;-31,6;-25,6
16/08/2022;-22,7;-37,3;8,0;-31,7;-25,7
17/08/2022;-22,3;-37,0;8,4;-31,3;-25,3
18/08/2022;-21,3;-36,7;9,0;-30,6;-24,4
19/08/2022;-18,9;-33,0;11,9;-27,4;-21,7
20/08/2022;-18,1;-32,0;12,1;-26,9;-21,0
21/08/2022;-17,3;-31,0;12,6;-26,1;-20,0
22/08/2022;-16,3;-29,7;12,9;-25,4;-19,1
23/08/2022;-14,9;-28,0;13,7;-24,3;-18,0
24/08/2022;-14,1;-26,1;14,3;-23,4;-17,1
25/08/2022;-12,9;-23,4;15,0;-22,4;-16,0
26/08/2022;-11,7;-22,0;15,9;-21,3;-14,9
27/08/2022;-10,4;-20,1;16,9;-19,6;-13,4
28/08/2022;-9,4;-18,6;18,3;-18,0;-12,1
29/08/2022;-8,7;-17,0;19,9;-16,1;-10,9
30/08/2022;-7,9;-15,3;21,1;-14,4;-9,6
31/08/2022;-7,3;-14,3;22,7;-12,9;-8,7
01/09/2022;-6,9;-13,6;23,6;-11,1;-8,0
02/09/2022;-5,6;-11,7;25,1;-9,4;-6,6
03/09/2022;-4,3;-10,1;26,6;-8,1;-5,1
04/09/2022;-3,4;-9,3;27,1;-7,4;-4,3
05/09/2022;-1,7;-8,1;28,4;-6,4;-3,0
06/09/2022;-0,6;-7,4;29,3;-5,6;-2,0
07/09/2022;-0,1;-7,0;30,1;-5,0;-1,6
08/09/2022;0,9;-6,3;31,9;-4,4;-0,7
09/09/2022;1,6;-5,7;32,7;-4,0;-0,1
10/09/2022;2,3;-5,3;33,7;-3,4;0,1
11/09/2022;3,0;-4,6;34,6;-3,3;0,6
12/09/2022;3,3;-4,1;34,9;-3,3;0,9
13/09/2022;3,4;-4,0;34,0;-3,4;0,7
14/09/2022;4,1;-2,9;35,3;-3,3;1,4
15/09/2022;4,6;-1,6;35,7;-2,9;1,9
16/09/2022;4,3;-1,9;35,3;-3,1;1,6
17/09/2022;3,9;-2,3;34,3;-4,0;1,3
18/09/2022;4,0;-2,3;34,1;-3,7;1,4
19/09/2022;4,1;-2,1;34,4;-3,7;1,6
20/09/2022;4,4;-2,0;35,6;-3,6;2,0
21/09/2022;4,0;-2,7;33,3;-3,7;1,3
22/09/2022;3,3;-3,4;31,9;-4,6;0,7
23/09/2022;2,7;-3,9;31,4;-5,1;0,3
24/09/2022;2,6;-3,7;31,6;-4,9;0,3
25/09/2022;2,3;-3,7;31,3;-4,9;0,1
26/09/2022;0,9;-5,0;30,0;-5,6;-1,0
27/09/2022;1,0;-4,6;30,3;-5,3;-0,7
28/09/2022;1,6;-3,9;31,9;-4,7;-0,1
29/09/2022;1,3;-4,9;32,4;-4,7;-0,6
